CODIGO ;NOMBRE O DENOMINACION;CLASIFICACION
613562;VENTA DE EQUIPO FOTOGRAFICO ;SUBCUENTA
613564;VENTA DE EQUIPO OPTICO Y DE PRECISION ;SUBCUENTA
613566;VENTA DE EMPAQUES ;SUBCUENTA
613568;VENTA DE EQUIPO PROFESIONAL Y CIENTIFICO ;SUBCUENTA
613570;VENTA DE LOTERIAS, RIFAS, CHANCE, APUESTAS Y SIMILARES ;SUBCUENTA
613572;REPARACION DE EFECTOS PERSONALES Y ELECTRODOMESTICOS ;SUBCUENTA
613595;VENTA DE OTROS PRODUCTOS ;SUBCUENTA
613599;AJUSTES POR INFLACION ;SUBCUENTA
6140;HOTELES Y RESTAURANTES ;CUENTA
614005;HOTELERIA ;SUBCUENTA
614010;CAMPAMENTO Y OTROS TIPOS DE HOSPEDAJE ;SUBCUENTA
614015;RESTAURANTES ;SUBCUENTA
614020;BARES Y CANTINAS ;SUBCUENTA
614095;ACTIVIDADES CONEXAS ;SUBCUENTA
614099;AJUSTES POR INFLACION ;SUBCUENTA
6145;TRANSPORTE, ALMACENAMIENTO Y COMUNICACIONES ;CUENTA
614505;SERVICIO DE TRANSPORTE POR CARRETERA ;SUBCUENTA
614510;SERVICIO DE TRANSPORTE POR VIA FERREA ;SUBCUENTA
614515;SERVICIO DE TRANSPORTE POR VIA ACUATICA ;SUBCUENTA
614520;SERVICIO DE TRANSPORTE POR VIA AEREA ;SUBCUENTA
614525;SERVICIO DE TRANSPORTE POR TUBERIAS ;SUBCUENTA
614530;MANIPULACION DE CARGA ;SUBCUENTA
614535;ALMACENAMIENTO Y DEPOSITO ;SUBCUENTA
614540;SERVICIOS COMPLEMENTARIOS PARA EL TRANSPORTE ;SUBCUENTA
614545;AGENCIAS DE VIAJE ;SUBCUENTA
614550;OTRAS AGENCIAS DE TRANSPORTE ;SUBCUENTA
614555;SERVICIO POSTAL Y DE CORREO ;SUBCUENTA
614560;SERVICIO TELEFONICO ;SUBCUENTA
614565;SERVICIO DE TELEGRAFO ;SUBCUENTA
614570;SERVICIO DE TRANSMISION DE DATOS ;SUBCUENTA
614575;SERVICIO DE RADIO Y TELEVISION POR CABLE ;SUBCUENTA
614580;TRANSMISION DE SONIDO E IMAGENES POR CONTRATO ;SUBCUENTA
614595;ACTIVIDADES CONEXAS ;SUBCUENTA
614599;AJUSTES POR INFLACION ;SUBCUENTA
6150;ACTIVIDAD FINANCIERA ;CUENTA
615005;DE INVERSIONES ;SUBCUENTA
615010;DE SERVICIO DE BOLSA ;SUBCUENTA
615099;AJUSTES POR INFLACION ;SUBCUENTA
6155;ACTIVIDADES INMOBILIARIAS, EMPRESARIALES Y DE ALQUILER ;CUENTA
615505;ARRENDAMIENTOS DE BIENES INMUEBLES ;SUBCUENTA
615510;INMOBILIARIAS POR RETRIBUCION O CONTRATA ;SUBCUENTA
615515;ALQUILER EQUIPO DE TRANSPORTE ;SUBCUENTA
615520;ALQUILER MAQUINARIA Y EQUIPO ;SUBCUENTA
615525;ALQUILER DE EFECTOS PERSONALES Y ENSERES DOMESTICOS ;SUBCUENTA
615530;CONSULTORIA EN EQUIPO Y PROGRAMAS DE INFORMATICA ;SUBCUENTA
615535;PROCESAMIENTO DE DATOS ;SUBCUENTA
615540;MANTENIMIENTO Y REPARACION DE MAQUINARIA DE OFICINA ;SUBCUENTA
615545;INVESTIGACIONES CIENTIFICAS Y DE DESARROLLO ;SUBCUENTA
615550;ACTIVIDADES EMPRESARIALES DE CONSULTORIA ;SUBCUENTA
615555;PUBLICIDAD ;SUBCUENTA
615560;DOTACION DE PERSONAL ;SUBCUENTA
615565;INVESTIGACION Y SEGURIDAD ;SUBCUENTA
615570;LIMPIEZA DE INMUEBLES ;SUBCUENTA
615575;FOTOGRAFIA ;SUBCUENTA
615580;ENVASE Y EMPAQUE ;SUBCUENTA
615585;FOTOCOPIADO ;SUBCUENTA
615590;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO ;SUBCUENTA
615595;ACTIVIDADES CONEXAS ;SUBCUENTA
615599;AJUSTES POR INFLACION ;SUBCUENTA
6160;ENSEÑANZA ;CUENTA
616005;ACTIVIDADES RELACIONADAS CON LA EDUCACION ;SUBCUENTA
610595;ACTIVIDADES CONEXAS ;SUBCUENTA
616099;AJUSTES POR INFLACION ;SUBCUENTA
6165;SERVICIOS SOCIALES Y DE SALUD ;CUENTA
616505;SERVICIO HOSPITALARIO ;SUBCUENTA
616510;SERVICIO MEDICO ;SUBCUENTA
616515;SERVICIO ODONTOLOGICO ;SUBCUENTA
616520;SERVICIO DE LABORATORIO ;SUBCUENTA
616525;ACTIVIDADES VETERINARIAS ;SUBCUENTA
616530;ACTIVIDADES DE SERVICIOS SOCIALES ;SUBCUENTA
616595;ACTIVIDADES CONEXAS ;SUBCUENTA
616599;AJUSTES POR INFLACION ;SUBCUENTA
6170;OTRAS ACTIVIDADES DE SERVICIOS COMUNITARIOS, SOCIALES Y PERSONALES ;CUENTA
617005;ELIMINACION DE DESPERDICIOS Y AGUAS RESIDUALES ;SUBCUENTA
617010;ACTIVIDADES DE ASOCIACION ;SUBCUENTA
617015;PRODUCCION Y DISTRIBUCION DE FILMES Y VIDEOCINTAS ;SUBCUENTA
617020;EXHIBICION DE FILMES Y VIDEOCINTAS ;SUBCUENTA
617025;ACTIVIDAD DE RADIO Y TELEVISION ;SUBCUENTA
617030;ACTIVIDAD TEATRAL, MUSICAL Y ARTISTICA ;SUBCUENTA
617035;GRABACION Y PRODUCCION DE DISCOS ;SUBCUENTA
617040;ENTRETENIMIENTO Y ESPARCIMIENTO ;SUBCUENTA
617045;AGENCIAS DE NOTICIAS ;SUBCUENTA
617050;LAVANDERIAS Y SIMILARES ;SUBCUENTA
617055;PELUQUERIAS Y SIMILARES ;SUBCUENTA
617060;SERVICIOS FUNERARIOS ;SUBCUENTA
617065;ZONAS FRANCAS ;SUBCUENTA
617095;ACTIVIDADES CONEXAS ;SUBCUENTA
617099;AJUSTES POR INFLACION ;SUBCUENTA
62;COMPRAS ;GRUPO
6205;DE MERCANCIAS ;CUENTA
620501 a 620598 ;;
620599;AJUSTES POR INFLACION ;SUBCUENTA
6210;DE MATERIAS PRIMAS ;CUENTA
621001 a 621098 ;;
621099;AJUSTES POR INFLACION ;SUBCUENTA
6215;DE MATERIALES INDIRECTOS ;CUENTA
621501 a 621598 ;;
621599;AJUSTES POR INFLACION ;SUBCUENTA
6220;COMPRA DE ENERGIA ;CUENTA
622001 a 622098 ;;
622099;AJUSTES POR INFLACION ;SUBCUENTA
6225;DEVOLUCIONES REBAJAS Y DESCUENTOS EN COMPRAS (CR) ;CUENTA
622501 a 622598 ;;
622599;AJUSTES POR INFLACION ;SUBCUENTA
7;COSTOS DE PRODUCCION O DE OPERACION ;CLASE
71;MATERIA PRIMA ;GRUPO
7101 a 7199 ;;
710101 a 719999 ;;
72;MANO DE OBRA DIRECTA ;GRUPO
7201 a 7299 ;;
720101 a 729999 ;;
73;COSTOS INDIRECTOS ;GRUPO
7301 a 7399 ;;
730101 a 739999 ;;
74;CONTRATOS DE SERVICIOS ;GRUPO
7401 a 7499 ;;
740101 a 749999 ;;
8;CUENTAS DE ORDEN DEUDORAS ;CLASE
81;DERECHOS CONTINGENTES ;GRUPO
8105;BIENES Y VALORES ENTREGADOS EN CUSTODIA ;CUENTA
810505;VALORES MOBILIARIOS ;SUBCUENTA
810510;BIENES MUEBLES ;SUBCUENTA
810599;AJUSTES POR INFLACION ;SUBCUENTA
8110;BIENES Y VALORES ENTREGADOS EN GARANTIA ;CUENTA
811005;VALORES MOBILIARIOS ;SUBCUENTA
811010;BIENES MUEBLES ;SUBCUENTA
811015;BIENES INMUEBLES ;SUBCUENTA
811020;CONTRATOS DE GANADO EN PARTICIPACION ;SUBCUENTA
811099;AJUSTES POR INFLACION ;SUBCUENTA
8115;BIENES Y VALORES EN PODER DE TERCEROS ;CUENTA
811505;EN ARRENDAMIENTO ;SUBCUENTA
811510;EN PRESTAMO ;SUBCUENTA
811515;EN DEPOSITO ;SUBCUENTA
811520;EN CONSIGNACION ;SUBCUENTA
811599;AJUSTES POR INFLACION ;SUBCUENTA
8120;LITIGIOS Y/O DEMANDAS ;CUENTA
812005;EJECUTIVOS ;SUBCUENTA
812010;INCUMPLIMIENTO DE CONTRATOS ;SUBCUENTA
8125;PROMESAS DE COMPRAVENTA ;CUENTA
812501 a 812599 ;;
8195;DIVERSAS ;CUENTA
819505;VALORES ADQUIRIDOS POR RECIBIR ;SUBCUENTA
819595;OTRAS ;SUBCUENTA
819599;AJUSTES POR INFLACION. ;SUBCUENTA
82;DEUDORAS FISCALES ;GRUPO
8201 a 8299 ;;
820101 a 829999 ;;
83;DEUDORAS DE CONTROL ;GRUPO
8305;BIENES RECIBIDOS EN ARRENDAMIENTO FINANCIERO ;CUENTA
830505;BIENES MUEBLES ;SUBCUENTA
830510;BIENES INMUEBLES ;SUBCUENTA
830599;AJUSTES POR INFLACION ;SUBCUENTA
8310;TITULOS DE INVERSION NO COLOCADOS ;CUENTA
831005;ACCIONES ;SUBCUENTA
831010;BONOS ;SUBCUENTA
831095;OTROS ;SUBCUENTA
8315;PROPIEDADES PLANTA Y EQUIPO TOTALMENTE DEPRECIADOS, AGOTADOS Y/O AMORTIZADOS ;CUENTA
831506;MATERIALES PROYECTOS PETROLEROS ;SUBCUENTA
831516;CONSTRUCCIONES Y EDIFICACIONES ;SUBCUENTA
831520;MAQUINARIA Y EQUIPO ;SUBCUENTA
831524;EQUIPO DE OFICINA ;SUBCUENTA
831528;EQUIPO DE COMPUTACION Y COMUNICACION ;SUBCUENTA
831532;EQUIPO MEDICO - CIENTIFICO ;SUBCUENTA
831536;EQUIPO DE HOTELES Y RESTAURANTES ;SUBCUENTA
831540;FLOTA Y EQUIPO DE TRANSPORTE ;SUBCUENTA
831544;FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO ;SUBCUENTA
831548;FLOTA Y EQUIPO AEREO ;SUBCUENTA
831552;FLOTA Y EQUIPO FERREO ;SUBCUENTA
831556;ACUEDUCTOS, PLANTAS Y REDES ;SUBCUENTA
831560;ARMAMENTO DE VIGILANCIA ;SUBCUENTA
831562;ENVASES Y EMPAQUES ;SUBCUENTA
831564;PLANTACIONES AGRICOLAS Y FORESTALES ;SUBCUENTA
831568;VIAS DE COMUNICACION ;SUBCUENTA
831572;MINAS Y CANTERAS ;SUBCUENTA
831576;POZOS ARTESIANOS ;SUBCUENTA
831580;YACIMIENTOS ;SUBCUENTA
831584;SEMOVIENTES ;SUBCUENTA
831599;AJUSTES POR INFLACION ;SUBCUENTA
8320;CREDITOS A FAVOR NO UTILIZADOS ;CUENTA
832005;PAIS ;SUBCUENTA
832010;EXTERIOR ;SUBCUENTA
8325;ACTIVOS CASTIGADOS ;CUENTA
832505;INVERSIONES ;SUBCUENTA
832510;DEUDORES ;SUBCUENTA
832595;OTROS ACTIVOS ;SUBCUENTA
8330;TITULOS DE INVERSION AMORTIZADOS ;CUENTA
833005;BONOS ;SUBCUENTA
833095;OTROS ;SUBCUENTA
8335;CAPITALIZACION POR REVALORIZACION DE PATRIMONIO ;CUENTA
833501 a 833599 ;;
8395;OTRAS CUENTAS DEUDORAS DE CONTROL ;CUENTA
839505;CHEQUES POSTFECHADOS ;SUBCUENTA
839510;CERTIFICADOS DE DEPOSITO A TERMINO ;SUBCUENTA
839515;CHEQUES DEVUELTOS ;SUBCUENTA
839520;BIENES Y VALORES EN FIDEICOMISO ;SUBCUENTA
839525;INTERESES SOBRE DEUDAS VENCIDAS ;SUBCUENTA
839595;DIVERSAS ;SUBCUENTA
839599;AJUSTES POR INFLACION ;SUBCUENTA
8399;AJUSTES POR INFLACION ACTIVOS ;CUENTA
839905;INVERSIONES ;SUBCUENTA
839910;INVENTARIOS ;SUBCUENTA
839915;PROPIEDADES PLANTA Y EQUIPO ;SUBCUENTA
839920;INTANGIBLES ;SUBCUENTA
839925;CARGOS DIFERIDOS ;SUBCUENTA
839995;OTROS ACTIVOS ;SUBCUENTA
84;DERECHOS CONTINGENTES POR CONTRA (CR) ;GRUPO
8401 a 8499 ;;
840101 a 849999 ;;
85;DEUDORAS FISCALES POR CONTRA (CR) ;GRUPO
8501 a 8599 ;;
850101 a 859999 ;;
86;DEUDORAS DE CONTROL POR CONTRA (CR) ;GRUPO
8601 a 8699 ;;
860101 a 869999 ;;
9;CUENTAS DE ORDEN ACREEDORAS ;CLASE
91;RESPONSABILIDADES CONTINGENTES ;GRUPO
9105;BIENES Y VALORES RECIBIDOS EN CUSTODIA ;CUENTA
910505;VALORES MOBILIARIOS ;SUBCUENTA
910510;BIENES MUEBLES ;SUBCUENTA
910599;AJUSTES POR INFLACION ;SUBCUENTA
9110;BIENES Y VALORES RECIBIDOS EN GARANTIA ;CUENTA
911005;VALORES MOBILIARIOS ;SUBCUENTA
911010;BIENES MUEBLES ;SUBCUENTA
911015;BIENES INMUEBLES ;SUBCUENTA
911020;CONTRATOS DE GANADO EN PARTICIPACION ;SUBCUENTA
911099;AJUSTES POR INFLACION ;SUBCUENTA
9115;BIENES Y VALORES RECIBIDOS DE TERCEROS ;CUENTA
911505;EN ARRENDAMIENTO ;SUBCUENTA
911510;EN PRESTAMO ;SUBCUENTA
911515;EN DEPOSITO ;SUBCUENTA
911520;EN CONSIGNACION ;SUBCUENTA
911525;EN COMODATO ;SUBCUENTA
911599;AJUSTES POR INFLACION ;SUBCUENTA
9120;LITIGIOS Y/O DEMANDAS ;CUENTA
912005;LABORALES ;SUBCUENTA
912010;CIVILES ;SUBCUENTA
912015;ADMINISTRATIVOS O ARBITRALES ;SUBCUENTA
912020;TRIBUTARIOS ;SUBCUENTA
9125;PROMESAS DE COMPRAVENTA ;CUENTA
912501 a 912599 ;;
9130;CONTRATOS DE ADMINISTRACION DELEGADA ;CUENTA
913001 a 913099 ;;
9135;CUENTAS EN PARTICIPACION ;CUENTA
913501 a 913599 ;;
9195;OTRAS RESPONSABILIDADES CONTINGENTES ;CUENTA
919501 a 919599 ;;
92;ACREEDORAS FISCALES ;GRUPO
9201 a 9299 ;;
920101 a 929999 ;;
93;ACREEDORAS DE CONTROL ;GRUPO
9305;CONTRATOS DE ARRENDAMIENTO FINANCIERO ;CUENTA
930505;BIENES MUEBLES ;SUBCUENTA
930510;BIENES INMUEBLES ;SUBCUENTA
5;OTRAS CUENTAS DE ORDEN ACREEDORAS DE CONTROL ;CLASE
939505;DOCUMENTOS POR COBRAR DESCONTADOS ;SUBCUENTA
939510;CONVENIOS DE PAGO ;SUBCUENTA
939515;CONTRATOS DE CONSTRUCCIONES E INSTALACIONES POR EJECUTAR ;SUBCUENTA
939520;PEDIDOS COLOCADOS ;SUBCUENTA
939525;ADJUDICACIONES PENDIENTES DE LEGALIZAR ;SUBCUENTA
939530;RESERVA ARTICULO 3o. LEY 4/80 ;SUBCUENTA
939535;RESERVA COSTO REPOSICION SEMOVIENTES ;SUBCUENTA
939599;AJUSTES POR INFLACION ;SUBCUENTA
9399;AJUSTES POR INFLACION PATRIMONIO ;CUENTA
939905;CAPITAL SOCIAL ;SUBCUENTA
939910;SUPERAVIT DE CAPITAL ;SUBCUENTA
939915;RESERVAS ;SUBCUENTA
939925;DIVIDENDOS O PARTICIPACIONES DECRETADAS EN ACCIONES, CUOTAS O PARTES DE INTERES SOCIAL ;SUBCUENTA
939930;RESULTADOS DE EJERCICIOS ANTERIORES ;SUBCUENTA
94;RESPONSABILIDADES CONTINGENTES POR CONTRA (DB) ;GRUPO
9401 a 9499 ;;
940101 a 949999 ;;
95;ACREEDORAS FISCALES POR CONTRA (DB) ;GRUPO
9501 a 9599 ;;
950101 a 959999 ;;
96;ACREEDORAS DE CONTROL POR CONTRA (DB) ;GRUPO
9601 a 9699 ;;
960101 a 969999 ;;
